timestamp,comment-id,voter-id,vote
1463374190866,0,0,1
1463379543577,0,1,1
1463382275030,0,2,1
1463412878946,0,3,1
1463448681991,0,4,1
1463568556451,0,9,1
1464055381755,0,10,1
1464279973436,0,11,1
1464710176567,0,12,0
1464832539292,0,13,1
1465012890499,0,14,1
1465002450565,0,15,0
1465266201096,0,16,0
1465266917328,0,20,1
1465268078823,0,23,1
1465275064626,0,24,1
1465272314537,0,25,1
1465268814644,0,26,1
1465269507277,0,28,0
1465270572793,0,32,1
1465271382873,0,33,1
1465273982000,0,34,1
1465274551890,0,36,1
1465275164610,0,38,1
1465275207836,0,41,1
1465280759171,0,48,1
1465281474849,0,49,1
1465281886586,0,50,1
1465284331330,0,51,1
1465284331984,0,51,1
1465283471527,0,52,1
1465286076945,0,56,1
1465287141092,0,58,1
1465287304057,0,59,1
1465287697104,0,61,1
1465287892117,0,62,1
1465287976579,0,63,1
1465294220309,0,64,1
1465301981002,0,67,1
1465302882190,0,68,1
1465303822542,0,69,1
1465305381019,0,72,1
1465306283712,0,74,1
1465306190670,0,75,1
1465308012331,0,79,1
1465308574967,0,80,1
1465314595452,0,85,1
1465320403571,0,86,1
1465320675702,0,87,1
1465330359593,0,88,1
1465344454147,0,91,1
1465351529755,0,93,1
1465354052033,0,94,1
1465356664071,0,96,1
1465374884914,0,103,1
1465393686748,0,108,1
1465395013687,0,109,0
1465430482690,0,115,1
1465439438037,0,116,1
1465447473358,0,117,1
1465485552783,0,121,1
1465506139755,0,122,1
1465562440250,0,123,1
1465567542576,0,124,1
1465573896892,0,125,1
1465574512580,0,126,1
1465574718239,0,127,0
1466049772684,0,135,1
1466063419203,0,146,1
1466083815935,0,149,1
1466104903811,0,151,1
1466266684539,0,156,1
1466269834198,0,157,1
1466572010348,0,159,1
1466956104065,0,161,1
1467004292284,0,162,0
1467006614399,0,164,1
1467007279181,0,165,0
1467006762056,0,167,1
1467007331249,0,169,1
1467011059115,0,170,1
1467029432264,0,175,1
1467030917368,0,176,0
1467041011175,0,178,1
1467084590147,0,183,1
1463376833169,1,0,1
1463379538909,1,1,1
1463382460238,1,2,0
1463412912177,1,3,-1
1463448617172,1,4,1
1463568546740,1,9,1
1463879769909,1,10,0
1464279981790,1,11,1
1465460507005,1,12,0
1465012748011,1,14,1
1465002597689,1,15,0
1465266628533,1,19,0
1465266795292,1,20,1
1465267933377,1,23,1
1465275090491,1,24,1
1465271341767,1,25,1
1465268776113,1,26,0
1465269364541,1,28,1
1465270576011,1,32,1
1465272002621,1,33,1
1467008024266,1,34,1
1465274584842,1,36,1
1465274564343,1,37,1
1465275336681,1,38,1
1465275300132,1,41,1
1465275430535,1,42,1
1465280772595,1,48,1
1465281596696,1,49,0
1465281624674,1,50,1
1465284276743,1,51,1
1465283440890,1,52,1
1465351520275,1,59,1
1465287646894,1,61,1
1465287863526,1,63,1
1465294288114,1,64,1
1465301935996,1,67,1
1465302799066,1,68,0
1465303724268,1,69,1
1465305174400,1,71,1
1465305390683,1,72,1
1465306089172,1,74,1
1465306163103,1,75,1
1465306496047,1,77,0
1465308035147,1,79,1
1465308507737,1,80,0
1465314464173,1,85,1
1465320381523,1,86,1
1465320719367,1,87,0
1465330700503,1,88,0
1465351619595,1,93,1
1465373177053,1,102,1
1465375224547,1,103,0
1465383867207,1,104,0
1465390216112,1,107,1
1465393719222,1,108,0
1465395155153,1,109,1
1465404200020,1,111,1
1465407789233,1,113,1
1465439339456,1,116,1
1465481252700,1,119,1
1465485457527,1,121,1
1465562521441,1,123,0
1465567537102,1,124,1
1465573005545,1,125,1
1465574417449,1,126,1
1465574963725,1,127,0
1465994276512,1,133,0
1466049725959,1,135,1
1466053413681,1,141,1
1466063268143,1,146,1
1466078809338,1,148,1
1466083731595,1,149,0
1466104954247,1,151,0
1466266779457,1,156,1
1466269632487,1,157,1
1466572132618,1,159,1
1467003545642,1,162,1
1467006628614,1,164,1
1467007405840,1,165,1
1467006939569,1,167,1
1467007804266,1,169,1
1467010908128,1,170,1
1467029489256,1,175,1
1467030761652,1,176,1
1467084101244,1,183,1
1463377217166,2,0,1
1463379460295,2,1,1
1463382472141,2,2,1
1463412889788,2,3,1
1463448629844,2,4,1
1463568509710,2,9,1
1463879806604,2,10,1
1464279718231,2,11,1
1464710234436,2,12,0
1464832535335,2,13,1
1465012799781,2,14,1
1465002647423,2,15,1
1465266828207,2,20,1
1465267753734,2,22,0
1465267805654,2,23,1
1465275150071,2,24,1
1465271236643,2,25,1
1465268910597,2,26,0
1465269251758,2,28,1
1465269619946,2,29,1
1465269920667,2,31,0
1465270562416,2,32,0
1465271334433,2,33,1
1467007793888,2,34,0
1465274539047,2,36,1
1465274663299,2,38,1
1465274811098,2,39,0
1465275413924,2,41,1
1465275377562,2,42,-1
1465275792582,2,43,1
1465277460737,2,45,1
1465278912381,2,47,1
1465280139004,2,48,1
1465281369792,2,49,1
1465281907796,2,50,1
1465284309243,2,51,0
1465351431412,2,59,1
1465287659437,2,61,1
1465289479381,2,62,1
1465287971384,2,63,1
1465294266625,2,64,0
1465302091831,2,67,0
1465302944886,2,68,1
1465303779149,2,69,0
1465305184054,2,72,1
1465306337033,2,74,1
1465306286010,2,75,1
1465308222690,2,79,1
1465308495352,2,80,0
1465314423474,2,85,1
1465320312514,2,86,1
1465330725782,2,88,0
1465342143860,2,90,1
1465351872595,2,93,1
1465356606322,2,96,1
1465375049080,2,103,1
1465383849678,2,104,1
1465390034094,2,107,1
1465393661963,2,108,1
1465394809392,2,109,1
1465439350917,2,116,1
1465562493610,2,123,1
1465567687208,2,124,1
1465573684615,2,125,1
1465574972529,2,127,0
1465998173219,2,133,1
1466049147707,2,135,1
1466053842542,2,141,1
1466062625984,2,146,1
1466083980651,2,149,1
1466104144729,2,150,1
1466104613615,2,151,1
1466266745481,2,156,1
1466269812708,2,157,1
1466572277140,2,159,1
1466956130066,2,161,1
1467003537120,2,162,1
1467006333198,2,164,1
1467007202194,2,165,1
1467007053056,2,167,1
1467007347711,2,169,1
1467011325221,2,170,1
1467031118166,2,176,0
1467040875839,2,178,1
1467084040771,2,183,1
1467094830207,2,185,1
1467094830446,2,185,1
1463377554992,3,0,1
1463379524443,3,1,1
1463379525122,3,1,1
1463382350859,3,2,1
1463412906438,3,3,1
1463448714786,3,4,1
1463568476759,3,9,0
1463879764419,3,10,0
1464279950967,3,11,1
1464710191570,3,12,0
1465012910585,3,14,1
1465002676679,3,15,1
1465266971972,3,20,1
1465268005400,3,23,0
1465275079119,3,24,1
1465268643288,3,25,1
1465268827268,3,26,0
1465269267553,3,28,1
1465270523867,3,32,1
1465271884559,3,33,1
1465273975377,3,34,1
1465274499054,3,36,1
1465274802264,3,39,0
1465275398114,3,41,1
1465296571691,3,46,1
1465280722656,3,48,1
1465281258699,3,49,0
1465281961115,3,50,1
1465282972267,3,51,1
1465283475635,3,52,1
1465286081698,3,56,0
1465286961775,3,58,1
1465351464459,3,59,1
1465287295324,3,60,0
1465287447046,3,61,1
1465287845191,3,63,1
1465294151667,3,64,1
1465301974752,3,67,1
1465302694757,3,68,1
1465303744257,3,69,1
1465305265506,3,72,1
1465306051161,3,74,1
1465306267012,3,75,0
1465308249986,3,79,1
1465308517088,3,80,1
1465311492740,3,83,1
1465313829493,3,84,1
1465314518482,3,85,-1
1465320324291,3,87,1
1465330646165,3,88,-1
1465351904529,3,93,1
1465354058799,3,94,1
1465356535840,3,96,1
1465362068446,3,97,0
1465372038221,3,101,1
1465373001931,3,102,1
1465374766769,3,103,1
1465385021901,3,106,0
1465390089510,3,107,1
1465393462030,3,108,1
1465395403203,3,109,0
1465404005294,3,111,1
1465407804542,3,113,0
1465431604226,3,115,0
1465439106474,3,116,1
1465485738594,3,121,1
1465562437105,3,123,1
1465567571573,3,124,1
1465573789640,3,125,1
1465574537180,3,127,0
1465995302920,3,133,0
1466049631406,3,135,1
1466053484194,3,141,1
1466056484474,3,142,1
1466063183847,3,146,1
1466078867589,3,148,1
1466083566471,3,149,1
1466104353143,3,151,0
1466266752922,3,156,1
1466270127093,3,157,0
1466572232141,3,159,1
1467003410704,3,162,1
1467006159280,3,163,1
1467006578509,3,164,1
1467007082160,3,165,1
1467006970836,3,167,1
1467008015462,3,169,1
1467011302331,3,170,1
1467030607529,3,176,1
1467084422908,3,183,1
1467094662977,3,185,1
1463377929428,4,0,1
1463379557159,4,1,1
1463382567445,4,2,1
1463412899852,4,3,1
1463448644732,4,4,1
1463568568540,4,9,1
1464226069240,4,10,1
1464279889750,4,11,0
1464710237258,4,12,0
1465012848405,4,14,1
1465002528642,4,15,1
1465267006186,4,20,1
1465267983890,4,23,0
1465275191583,4,24,1
1465271377232,4,25,1
1465268744044,4,26,1
1465269464095,4,28,1
1465270623289,4,32,0
1465271940504,4,33,1
1465273884772,4,34,0
1465274579366,4,36,1
1465275034424,4,38,0
1465278233866,4,40,1
1465275320048,4,41,1
1465275255562,4,42,0
1465280663824,4,48,1
1465281445673,4,49,0
1465281775054,4,50,0
1465284366422,4,51,-1
1465283463232,4,52,1
1465285971740,4,56,0
1465351339372,4,59,1
1465287547065,4,61,0
1465288007432,4,63,0
1465294124285,4,64,1
1465302048095,4,67,1
1465302755387,4,68,1
1465303466633,4,69,-1
1465305235758,4,72,0
1465306225241,4,74,0
1465306134767,4,75,1
1465306510172,4,77,0
1465308050101,4,79,1
1465308418772,4,80,-1
1465314396106,4,85,-1
1465330721648,4,88,0
1465351586366,4,93,0
1465356804881,4,96,0
1465371956620,4,101,1
1465374681762,4,103,1
1465383833609,4,104,1
1465390078465,4,107,0
1465393509302,4,108,0
1465395070795,4,109,0
1465407556281,4,113,-1
1465439331517,4,116,1
1465562365230,4,123,0
1465567525888,4,124,1
1465573758141,4,125,1
1465574680118,4,127,-1
1466049366885,4,135,1
1466053708531,4,141,1
1466058902462,4,145,0
1466062469156,4,146,1
1466083738221,4,149,0
1466104447797,4,151,0
1466223812247,4,154,-1
1466266706485,4,156,1
1466270310168,4,157,1
1466571440258,4,159,-1
1467003272943,4,162,1
1467006145255,4,163,1
1467006482650,4,164,-1
1467007068949,4,165,1
1467006743382,4,167,1
1467007255892,4,169,0
1467011365459,4,170,-1
1467030502458,4,176,0
1467040942205,4,179,1
1467057125974,4,180,1
1467083991082,4,183,1
1467098827648,4,186,0
1467209901425,4,189,1
1463446794389,5,0,1
1463501694763,5,2,1
1463413056623,5,3,1
1463448760211,5,4,1
1463568523720,5,9,1
1463879781859,5,10,1
1464279856048,5,11,0
1464710199503,5,12,1
1464832561185,5,13,1
1465012896605,5,14,1
1465002405651,5,15,1
1465266855578,5,20,-1
1465268030458,5,23,0
1465275084450,5,24,1
1465271334761,5,25,0
1465268870357,5,26,0
1465269424202,5,28,0
1465269841948,5,29,0
1465270541556,5,32,1
1465271959044,5,33,0
1465273854263,5,34,-1
1465274490833,5,36,1
1465274709876,5,38,1
1465278240310,5,40,1
1465275190291,5,41,1
1465296603671,5,46,1
1465278866858,5,47,-1
1465280613139,5,48,0
1465281349063,5,49,1
1465281949867,5,50,-1
1465284301000,5,51,-1
1465284301594,5,51,-1
1465283956540,5,53,-1
1465285587663,5,55,1
1465351219297,5,59,1
1465287313470,5,60,0
1465287591912,5,61,0
1465287922059,5,63,0
1465294158137,5,64,1
1465297357886,5,65,1
1465302036672,5,67,1
1465302888607,5,68,1
1465303711628,5,69,0
1465305153295,5,72,1
1465305429837,5,73,0
1465306060797,5,74,1
1465306273544,5,75,0
1465308080047,5,79,1
1465308381521,5,80,0
1465310232049,5,81,0
1465311431854,5,83,1
1465314413095,5,85,-1
1465320328655,5,86,0
1465320693987,5,87,-1
1465330661097,5,88,1
1465397136976,5,91,1
1465351451676,5,93,1
1465356627042,5,96,0
1465374747507,5,103,1
1465390054017,5,107,1
1465393622110,5,108,0
1465395170125,5,109,1
1465404102306,5,111,1
1465407770249,5,113,-1
1465431558631,5,115,0
1465439372064,5,116,1
1465480944897,5,118,1
1465482954752,5,120,0
1465485569091,5,121,-1
1465562394898,5,123,0
1465567611606,5,124,1
1465573665547,5,125,1
1465574303182,5,126,-1
1465574591537,5,127,0
1466049383185,5,135,1
1466053950908,5,141,1
1466058906040,5,145,0
1466062564685,5,146,1
1466078855258,5,148,0
1466083557821,5,149,1
1466104125538,5,150,1
1466105073021,5,151,0
1466266725146,5,156,1
1466269958296,5,157,1
1466571944062,5,159,1
1466956138194,5,161,1
1467004192256,5,162,-1
1467004192852,5,162,-1
1467006678631,5,164,1
1467007258912,5,165,1
1467007081992,5,167,1
1467007273268,5,169,1
1467011276273,5,170,-1
1467029493545,5,175,0
1467031001973,5,176,0
1467057204245,5,180,1
1467084255380,5,183,0
1467089902629,5,184,1
1467094879746,5,185,1
1463447074843,6,0,1
1463501598364,6,2,-1
1465296696516,6,3,1
1463448694175,6,4,0
1463568541441,6,9,0
1464055384966,6,10,1
1464279920149,6,11,0
1464710247319,6,12,-1
1464853367757,6,14,1
1465002721095,6,15,0
1465266922285,6,20,0
1465268044105,6,23,0
1465275129260,6,24,0
1465271226646,6,25,0
1465268971426,6,26,-1
1465269219496,6,28,0
1465270633365,6,32,0
1465271729073,6,33,1
1465273927490,6,34,0
1465274505033,6,36,1
1465275117175,6,38,0
1465275380972,6,41,1
1465275796598,6,43,1
1465277479858,6,45,0
1465296588995,6,46,1
1465278915456,6,47,1
1465280632179,6,48,0
1465281388062,6,49,0
1465281637339,6,50,1
1465284376691,6,51,0
1465283424251,6,52,-1
1465285592323,6,55,-1
1465286069055,6,56,0
1465351545335,6,59,0
1465287615645,6,61,0
1465288012893,6,63,0
1465294242643,6,64,0
1465302056447,6,67,-1
1465302861204,6,68,1
1465303393304,6,69,1
1465305273196,6,72,1
1465305459807,6,73,0
1465306312531,6,74,0
1465306166057,6,75,0
1465310679884,6,78,0
1465308292963,6,79,-1
1465308472760,6,80,0
1465314543957,6,85,0
1465320732247,6,87,0
1465330695417,6,88,0
1465351928322,6,93,0
1465356763992,6,96,0
1465376808481,6,102,1
1465374771304,6,103,0
1465383857271,6,104,0
1465390205812,6,107,0
1465393547684,6,108,-1
1465394932907,6,109,-1
1465403968161,6,111,-1
1465407513255,6,113,0
1465439173312,6,116,0
1465485523715,6,121,0
1465485523934,6,121,0
1465562464268,6,123,0
1465567530889,6,124,1
1465573745372,6,125,-1
1465575000184,6,127,0
1465995235206,6,133,-1
1466049477430,6,135,0
1466053566315,6,141,-1
1466062846738,6,146,0
1466078816993,6,148,1
1466083877406,6,149,-1
1466104418423,6,150,1
1466104979979,6,151,0
1466223888632,6,154,0
1466266710513,6,156,1
1466270034892,6,157,0
1466571790384,6,159,1
1466956118526,6,161,1
1467004360858,6,162,0
1467006765552,6,164,1
1467007330280,6,165,0
1467006905427,6,167,1
1467007986808,6,169,1
1467011108242,6,170,0
1467031006377,6,176,0
1467083816512,6,183,1
1467276036474,6,190,0
1463452344131,7,0,-1
1466399156213,7,1,1
1463501678157,7,2,1
1465296666313,7,3,1
1463449011993,7,4,1
1463568503237,7,9,1
1464449877993,7,10,1
1464279927034,7,11,1
1465460437419,7,12,1
1465012787969,7,14,1
1465002420047,7,15,1
1465267011510,7,20,1
1465267766374,7,23,1
1465275175110,7,24,1
1465268734400,7,25,1
1465268957355,7,26,1
1465269296979,7,28,1
1465270661026,7,32,1
1465271564388,7,33,1
1467007983942,7,34,0
1465274544645,7,36,1
1465278265329,7,40,1
1465275285972,7,41,1
1465277482793,7,45,1
1465296592753,7,46,1
1465280675685,7,48,1
1465281399244,7,49,1
1465282010010,7,50,1
1465282998665,7,51,1
1465285583277,7,55,1
1465286053633,7,56,1
1465286751403,7,57,1
1465351540256,7,59,1
1465287459934,7,61,1
1465287714210,7,62,1
1465287879443,7,63,1
1465294279189,7,64,0
1465302102753,7,67,1
1465302721232,7,68,1
1465303698771,7,69,-1
1465305200521,7,71,0
1465305516719,7,72,1
1465305435758,7,73,1
1465306295260,7,74,1
1465306091756,7,75,1
1465306806006,7,78,1
1465307978457,7,79,1
1465308373017,7,80,1
1465310735022,7,82,1
1467048332287,7,83,0
1465314527684,7,85,1
1465320347858,7,86,1
1465320524642,7,87,1
1465330735113,7,88,0
1465351629359,7,93,1
1465356736456,7,96,1
1465373039162,7,102,1
1465374690856,7,103,-1
1465390227870,7,107,1
1465393455517,7,108,1
1465394792670,7,109,-1
1465403950890,7,111,1
1465407812338,7,113,1
1465407812352,7,113,1
1465439260304,7,116,1
1465447543086,7,117,0
1465485561243,7,121,1
1465562413614,7,123,1
1465567691959,7,124,1
1465573719756,7,125,1
1465574891082,7,127,1
1465673870731,7,130,1
1465995256011,7,133,1
1466049495274,7,135,1
1466053923320,7,141,1
1466062575318,7,146,1
1466083962963,7,149,1
1466223909611,7,154,1
1466266699251,7,156,1
1466270245535,7,157,1
1466571895805,7,159,1
1467003567549,7,162,1
1467006674859,7,164,1
1467007480430,7,165,1
1467006479420,7,166,1
1467006705020,7,167,1
1467007926989,7,169,0
1467011358880,7,170,0
1467030970990,7,176,1
1467057184707,7,180,1
1467083772695,7,183,1
1467094835382,7,185,1
1463452362689,8,0,1
1463501674398,8,2,1
1465296649016,8,3,1
1463449167362,8,4,1
1463453158985,8,5,1
1463540396395,8,7,1
1463568452534,8,8,1
1463568549547,8,9,1
1463879774672,8,10,1
1464279964837,8,11,0
1465460460415,8,12,1
1464832557686,8,13,1
1465012754362,8,14,1
1465002576737,8,15,1
1465266211227,8,16,1
1465266811608,8,20,1
1465268092089,8,23,1
1465275094953,8,24,1
1465271344973,8,25,1
1465268679496,8,26,1
1465269274453,8,28,1
1465270644612,8,32,1
1465272008203,8,33,1
1467008108654,8,34,0
1465274622725,8,36,0
1465274667940,8,38,1
1465275341131,8,41,1
1465275222601,8,42,1
1465277432894,8,45,1
1465277499030,8,46,1
1465280161937,8,48,1
1465281515025,8,49,1
1465281867046,8,50,1
1465284207136,8,51,0
1465283454105,8,52,1
1465286045269,8,56,1
1465287094954,8,58,1
1465287294007,8,59,1
1465287677166,8,61,0
1465287860106,8,63,1
1465294296300,8,64,1
1465301824998,8,67,1
1465302827997,8,68,1
1465303807659,8,69,1
1465305171855,8,72,1
1465306268833,8,74,1
1465306145852,8,75,1
1465307990991,8,79,1
1465308583088,8,80,1
1465314550285,8,85,1
1465320436184,8,86,1
1465330685860,8,88,-1
1465351490737,8,93,1
1465356527316,8,96,1
1465376862940,8,102,1
1465374932071,8,103,1
1465393449594,8,108,1
1465395560326,8,109,0
1465407520965,8,113,1
1465439299645,8,116,1
1465485632552,8,121,1
1465562467726,8,123,0
1465567567775,8,124,1
1465573770726,8,125,1
1465574387340,8,126,1
1465574635448,8,127,1
1465673836745,8,130,1
1466049449981,8,135,1
1466053692975,8,141,1
1466063409860,8,146,1
1466083663610,8,149,1
1466104967096,8,151,0
1466266808114,8,156,1
1466269945894,8,157,1
1466571799108,8,159,1
1466956106278,8,161,1
1467004041214,8,162,1
1467006721929,8,164,1
1467007304144,8,165,1
1467006931936,8,167,1
1467006938123,8,168,1
1467007672604,8,169,1
1467011023091,8,170,1
1467026404141,8,171,1
1467029407693,8,175,1
1467030599697,8,176,1
1467084189554,8,183,1
1467094778325,8,185,1
1463452191486,9,0,-1
1463501668695,9,2,0
1465296699850,9,3,1
1463449299293,9,4,1
1463568493830,9,9,1
1463879795989,9,10,1
1464279760737,9,11,1
1465012812807,9,14,1
1465002389702,9,15,1
1465266957311,9,20,0
1465267147067,9,21,1
1465267742532,9,22,0
1465267992482,9,23,1
1465275068627,9,24,1
1465268724535,9,25,1
1465268661494,9,26,1
1465269356465,9,28,1
1465270736523,9,32,1
1465271642520,9,33,1
1467008058943,9,34,0
1465274613317,9,36,1
1465274639345,9,38,1
1465274777728,9,39,0
1465278252971,9,40,1
1465275432804,9,41,1
1465275346887,9,42,1
1465275780288,9,43,1
1465276498389,9,44,1
1465280752752,9,48,1
1465281452125,9,49,1
1465281898279,9,50,1
1465284387303,9,51,0
1465284006919,9,52,1
1465286002834,9,56,1
1465287122008,9,58,1
1465287297785,9,59,1
1465287916503,9,63,0
1465294104640,9,64,1
1465302031689,9,67,1
1465302738309,9,68,1
1465303732917,9,69,1
1465305482392,9,72,1
1465305487163,9,73,1
1465306171340,9,74,1
1465306213872,9,75,1
1465306500462,9,77,0
1465308197113,9,79,1
1465308563463,9,80,0
1465314534256,9,85,1
1465320742237,9,87,1
1465330734568,9,88,0
1465397116623,9,91,1
1465351484836,9,93,1
1465354183949,9,94,1
1465372030608,9,101,1
1465373083488,9,102,1
1465375216139,9,103,1
1465390219110,9,107,1
1465393714369,9,108,1
1465394819919,9,109,1
1465431584274,9,115,1
1465439414909,9,116,1
1465447517652,9,117,1
1465485706829,9,121,1
1465562373291,9,123,1
1465567467574,9,124,1
1465573778292,9,125,1
1465574451937,9,127,1
1466049400194,9,135,1
1466053474011,9,141,1
1466062829105,9,146,1
1466083581027,9,149,1
1466104556637,9,151,0
1466223922040,9,154,0
1466266702204,9,156,1
1466269920732,9,157,1
1466571926943,9,159,1
1466956132442,9,161,1
1467003638417,9,162,1
1467006695655,9,164,1
1467007323779,9,165,0
1467007038677,9,167,1
1467007660795,9,169,1
1467011309325,9,170,1
1467031074274,9,176,1
1467084313598,9,183,1
1463452329672,10,0,1
1463501685208,10,2,0
1465296673973,10,3,1
1463449340854,10,4,1
1463568537391,10,9,1
1463879802397,10,10,1
1464279906300,10,11,1
1464710226224,10,12,1
1465012817809,10,14,1
1465002381934,10,15,1
1465266117412,10,16,1
1465266959824,10,20,1
1465267956990,10,23,1
1465275049356,10,24,1
1465268611831,10,25,1
1465268890346,10,26,-1
1465269537219,10,28,1
1465270567385,10,32,1
1465271735675,10,33,1
1465273913359,10,34,1
1465274566576,10,36,1
1465274541238,10,37,1
1465274813523,10,39,0
1465275234156,10,41,1
1465275757442,10,43,1
1465280678643,10,48,1
1465281416833,10,49,1
1465281632226,10,50,1
1465284123115,10,51,1
1465284123756,10,51,1
1465283433676,10,52,1
1465287090936,10,58,0
1465351254199,10,59,1
1465287735601,10,61,1
1465287830911,10,63,1
1465294271509,10,64,1
1465301986046,10,67,1
1465302824766,10,68,1
1465303516051,10,69,1
1465305500568,10,72,1
1465306069181,10,74,1
1465306119069,10,75,1
1465308017044,10,79,1
1465308468543,10,80,1
1465314456938,10,85,1
1465320337651,10,86,1
1465330678997,10,88,-1
1465397065094,10,91,1
1465351520241,10,93,1
1465356614208,10,96,1
1465375193258,10,103,1
1465390156469,10,107,1
1465393627694,10,108,0
1465395392830,10,109,1
1465404086182,10,111,1
1465407730475,10,113,1
1465439252357,10,116,1
1465447510247,10,117,1
1465485741632,10,121,1
1465562481140,10,123,1
1465567528715,10,124,1
1465573693491,10,125,1
1465574611608,10,127,1
1467224246039,10,128,1
1466049296943,10,135,1
1466049316107,10,136,1
1466053954692,10,141,1
1466063528290,10,146,1
1466083757419,10,149,1
1466105069282,10,151,0
1466266629669,10,156,1
1466270048167,10,157,1
1466571690102,10,159,1
1466956113552,10,161,1
1467003370934,10,162,1
1467006633252,10,164,1
1467007299277,10,165,1
1467007875822,10,169,1
1467011102593,10,170,1
1467029425693,10,175,1
1467030904744,10,176,1
1467084002290,10,183,1
1463452298530,11,0,-1
1463501713107,11,2,1
1465296633236,11,3,1
1463449722084,11,4,1
1463568534229,11,9,1
1463879785261,11,10,1
1464279739152,11,11,-1
1465012808239,11,14,1
1465002355236,11,15,1
1465266435974,11,18,1
1465266951388,11,20,1
1465267863791,11,23,1
1465275039630,11,24,1
1465268745490,11,25,1
1465268705735,11,26,0
1465269471651,11,28,1
1465270658136,11,32,1
1465271709652,11,33,1
1467008139401,11,34,0
1465274639585,11,36,1
1465275187651,11,41,1
1465275303743,11,42,0
1465280736785,11,48,1
1465281447407,11,49,0
1465281672094,11,50,1
1465284180523,11,51,1
1465283437422,11,52,1
1465351192221,11,59,1
1465287830575,11,62,1
1465287902188,11,63,0
1465294065337,11,64,1
1465302109314,11,67,1
1465302717124,11,68,1
1465303415740,11,69,-1
1465305428265,11,72,0
1465306237060,11,74,0
1465306247896,11,75,1
1465308095706,11,79,1
1465308446329,11,80,-1
1465310193915,11,81,0
1465314572072,11,85,1
1465320588724,11,86,1
1465320620088,11,87,1
1465330732429,11,88,0
1465342131720,11,90,1
1465351776247,11,93,0
1465373022600,11,102,1
1465375174778,11,103,1
1465393520965,11,108,0
1465394982186,11,109,1
1465403964462,11,111,1
1465407714617,11,113,0
1465439245783,11,116,1
1465447467851,11,117,1
1465485669627,11,121,1
1465485670232,11,121,1
1465562334275,11,123,0
1465567680601,11,124,1
1465573324155,11,125,1
1465574882183,11,127,1
1465673829741,11,130,1
1466049745825,11,135,1
1466053641792,11,141,1
1466063123672,11,146,0
1466083935133,11,149,1
1466104197394,11,151,1
1466266739500,11,156,1
1466270348724,11,157,0
1466571774831,11,159,0
1466956127501,11,161,1
1467004394009,11,162,1
1467006435377,11,164,1
1467007050748,11,165,1
1467006797575,11,167,1
1467011002680,11,170,0
1467031141505,11,176,0
1467083944733,11,183,1
1467089922072,11,184,1
1467133612638,11,188,1
1467210014376,11,189,1
1463538041423,12,0,1
1466399248480,12,1,1
